id,full_name,team_id,team_abbreviation,age,gp,min,pts,reb,ast,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,headline_stats
1631230,Dominick Barlow,1610612759,SAS,21.0,33,419.54,144,113,36,1631230,Dominick,Barlow,Dominick Barlow,"Barlow, Dominick",D. Barlow,dominick-barlow,2003-05-26T00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-8,215,2,26,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,dominick_barlow,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631230, 'PLAYER_NAME': 'Dominick Barlow', 'TimeFrame': '2024-25', 'PTS': 3.5, 'AST': 0.4, 'REB': 1.7, 'PIE': 0.082}"
1628378,Donovan Mitchell,1610612739,CLE,27.0,55,1942.65,1463,280,333,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-3,215,7,45,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donovan_mitchell,2017,2024,N,Y,Y,2017,1,13,N,"{'PLAYER_ID': 1628378, 'PLAYER_NAME': 'Donovan Mitchell', 'TimeFrame': '2024-25', 'PTS': 24.2, 'AST': 4.8, 'REB': 4.4, 'PIE': 0.137}"
1628978,Donte DiVincenzo,1610612752,NYK,27.0,81,2360.3933333333334,1259,297,216,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,6,0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,donte_divincenzo,2018,2024,Y,Y,Y,2018,1,17,N,"{'PLAYER_ID': 1628978, 'PLAYER_NAME': 'Donte DiVincenzo', 'TimeFrame': '2024-25', 'PTS': 11.6, 'AST': 3.8, 'REB': 3.7, 'PIE': 0.102}"
1627827,Dorian Finney-Smith,1610612751,BKN,31.0,68,1934.5933333333332,580,317,107,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,8,17,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,dorian_finney-smith,2016,2024,N,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1627827, 'PLAYER_NAME': 'Dorian Finney-Smith', 'TimeFrame': '2024-25', 'PTS': 8.2, 'AST': 1.3, 'REB': 4.0, 'PIE': 0.057}"
203926,Doug McDermott,1610612754,IND,32.0,64,904.4783333333334,351,59,70,203926,Doug,McDermott,Doug McDermott,"McDermott, Doug",D. McDermott,doug-mcdermott,1992-01-03T00:00:00,Creighton,USA,Creighton/USA,6-6,225,10,7,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,doug_mcdermott,2014,2024,N,Y,Y,2014,1,11,N,"{'PLAYER_ID': 203926, 'PLAYER_NAME': 'Doug McDermott', 'TimeFrame': '2024-25', 'PTS': 3.1, 'AST': 0.1, 'REB': 0.5, 'PIE': 0.04}"
203110,Draymond Green,1610612744,GSW,34.0,55,1490.1833333333334,475,398,332,203110,Draymond,Green,Draymond Green,"Green, Draymond",D. Green,draymond-green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230,12,23,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,draymond_green,2012,2024,N,Y,Y,2012,2,35,N,"{'PLAYER_ID': 203110, 'PLAYER_NAME': 'Draymond Green', 'TimeFrame': '2024-25', 'PTS': 9.2, 'AST': 5.8, 'REB': 6.1, 'PIE': 0.091}"
1629234,Drew Eubanks,1610612756,PHX,27.0,75,1168.705,379,322,63,1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245,6,15,Forward-Center,Active,Y,1610612746,Clippers,LAC,clippers,LA,drew_eubanks,2018,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629234, 'PLAYER_NAME': 'Drew Eubanks', 'TimeFrame': '2024-25', 'PTS': 5.1, 'AST': 1.0, 'REB': 4.1, 'PIE': 0.111}"
1641809,Drew Peterson,1610612738,BOS,24.0,3,22.683333333333334,11,1,1,1641809,Drew,Peterson,Drew Peterson,"Peterson, Drew",D. Peterson,drew-peterson,1999-11-09T00:00:00,Southern California,USA,Southern California/USA,6-9,205,1,13,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,drew_peterson,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1641809, 'PLAYER_NAME': 'Drew Peterson', 'TimeFrame': '2024-25', 'PTS': 2.3, 'AST': 0.7, 'REB': 1.7, 'PIE': 0.086}"
1630696,Dru Smith,1610612748,MIA,26.0,9,130.895,39,14,14,1630696,Dru,Smith,Dru Smith,"Smith, Dru",D. Smith,dru-smith,1997-12-30T00:00:00,Missouri,USA,Missouri/USA,6-2,203,2,12,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,dru_smith,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630696, 'PLAYER_NAME': 'Dru Smith', 'TimeFrame': '2024-25', 'PTS': 6.2, 'AST': 1.6, 'REB': 2.6, 'PIE': 0.082}"
1629130,Duncan Robinson,1610612748,MIA,30.0,68,1905.4483333333333,875,173,192,1629130,Duncan,Robinson,Duncan Robinson,"Robinson, Duncan",D. Robinson,duncan-robinson,1994-04-22T00:00:00,Michigan,USA,Michigan/USA,6-7,215,6,55,Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,duncan_robinson,2018,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629130, 'PLAYER_NAME': 'Duncan Robinson', 'TimeFrame': '2024-25', 'PTS': 11.0, 'AST': 2.5, 'REB': 2.3, 'PIE': 0.077}"
1641871,Duop Reath,1610612757,POR,28.0,68,1214.115,617,250,67,1641871,Duop,Reath,Duop Reath,"Reath, Duop",D. Reath,duop-reath,1996-06-26T00:00:00,Louisiana State,South Sudan,Louisiana State/South Sudan,6-9,245,1,26,Center,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,duop_reath,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1641871, 'PLAYER_NAME': 'Duop Reath', 'TimeFrame': '2024-25', 'PTS': 3.3, 'AST': 0.4, 'REB': 1.5, 'PIE': 0.073}"
203939,Dwight Powell,1610612742,DAL,32.0,63,836.3033333333333,208,214,84,203939,Dwight,Powell,Dwight Powell,"Powell, Dwight",D. Powell,dwight-powell,1991-07-20T00:00:00,Stanford,Canada,Stanford/Canada,6-10,240,10,7,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,dwight_powell,2014,2024,Y,Y,Y,2014,2,45,N,"{'PLAYER_ID': 203939, 'PLAYER_NAME': 'Dwight Powell', 'TimeFrame': '2024-25', 'PTS': 2.1, 'AST': 1.0, 'REB': 2.2, 'PIE': 0.08}"
1629685,Dylan Windler,1610612737,ATL,27.0,17,108.41,43,16,10,1629685,Dylan,Windler,Dylan Windler,"Windler, Dylan",D. Windler,dylan-windler,1996-09-22T00:00:00,Belmont,USA,Belmont/USA,6-7,196,5,20,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,dylan_windler,2019,2023,Y,Y,Y,2019,1,26,N,"{'PLAYER_ID': 1629685, 'PLAYER_NAME': 'Dylan Windler', 'TimeFrame': 'career', 'PTS': 3.2, 'AST': 0.8, 'REB': 2.1, 'ALL_STAR_APPEARANCES': 0}"
1630700,Dyson Daniels,1610612740,NOP,21.0,61,1358.525,354,236,164,1630700,Dyson,Daniels,Dyson Daniels,"Daniels, Dyson",D. Daniels,dyson-daniels,2003-03-17T00:00:00,NBA G League Ignite,Australia,NBA G League Ignite/Australia,6-7,199,2,5,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,dyson_daniels,2021,2024,Y,Y,Y,2022,1,8,N,"{'PLAYER_ID': 1630700, 'PLAYER_NAME': 'Dyson Daniels', 'TimeFrame': '2024-25', 'PTS': 13.9, 'AST': 4.2, 'REB': 5.6, 'PIE': 0.093}"
202722,Dāvis Bertāns,1610612766,CHA,31.0,43,674.0716666666667,290,61,35,202722,Dāvis,Bertāns,Dāvis Bertāns,"Bertāns, Dāvis",D. Bertāns,dāvis-bertāns,1992-11-12T00:00:00,Baskonia,Latvia,Baskonia/Latvia,6-10,225,9,9,Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,davis_bertans,2016,2023,Y,Y,Y,2011,2,42,N,"{'PLAYER_ID': 202722, 'PLAYER_NAME': 'Dāvis Bertāns', 'TimeFrame': 'career', 'PTS': 7.7, 'AST': 0.9, 'REB': 2.4, 'ALL_STAR_APPEARANCES': 0}"
1630604,E.J. Liddell,1610612740,NOP,23.0,8,23.083333333333332,4,5,1,1630604,E.J.,Liddell,E.J. Liddell,"Liddell, E.J.",E. Liddell,ej-liddell,2000-12-18T00:00:00,Ohio State,USA,Ohio State/USA,6-6,240,1,32,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,ej_liddell,2022,2024,Y,Y,Y,2022,2,41,N,"{'PLAYER_ID': 1630604, 'PLAYER_NAME': 'E.J. Liddell', 'TimeFrame': '2024-25', 'PTS': 2.1, 'AST': 0.4, 'REB': 0.7, 'PIE': 0.054}"
1641734,Emoni Bates,1610612739,CLE,20.0,15,132.815,41,14,10,1641734,Emoni,Bates,Emoni Bates,"Bates, Emoni",E. Bates,emoni-bates,2004-01-28T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-8,170,1,21,Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,emoni_bates,2023,2024,Y,Y,Y,2023,2,49,N,"{'PLAYER_ID': 1641734, 'PLAYER_NAME': 'Emoni Bates', 'TimeFrame': '2024-25', 'PTS': 0.9, 'AST': 0.6, 'REB': 0.0, 'PIE': -0.028}"
201569,Eric Gordon,1610612756,PHX,35.0,68,1892.63,749,122,139,201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215,16,23,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,eric_gordon,2008,2024,N,Y,Y,2008,1,7,N,"{'PLAYER_ID': 201569, 'PLAYER_NAME': 'Eric Gordon', 'TimeFrame': '2024-25', 'PTS': 6.8, 'AST': 1.7, 'REB': 1.2, 'PIE': 0.067}"
1630647,Eugene Omoruyi,1610612764,WAS,27.0,43,393.3066666666667,207,85,35,1630647,Eugene,Omoruyi,Eugene Omoruyi,"Omoruyi, Eugene",E. Omoruyi,eugene-omoruyi,1997-02-14T00:00:00,Oregon,Nigeria,Oregon/Nigeria,6-6,235,4,97,Forward,Inactive,Y,1610612764,Wizards,WAS,wizards,Washington,eugene_omoruyi,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630647, 'PLAYER_NAME': 'Eugene Omoruyi', 'TimeFrame': 'career', 'PTS': 5.7, 'AST': 0.7, 'REB': 2.3, 'ALL_STAR_APPEARANCES': 0}"
203095,Evan Fournier,1610612765,DET,31.0,32,579.6733333333333,220,58,48,203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205,13,31,Guard-Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,evan_fournier,2012,2023,N,Y,Y,2012,1,20,N,"{'PLAYER_ID': 203095, 'PLAYER_NAME': 'Evan Fournier', 'TimeFrame': 'career', 'PTS': 13.6, 'AST': 2.5, 'REB': 2.7, 'ALL_STAR_APPEARANCES': 0}"
1630596,Evan Mobley,1610612739,CLE,23.0,50,1532.35,785,468,160,1630596,Evan,Mobley,Evan Mobley,"Mobley, Evan",E. Mobley,evan-mobley,2001-06-18T00:00:00,Southern California,USA,Southern California/USA,6-11,215,3,4,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,evan_mobley,2021,2024,N,Y,Y,2021,1,3,N,"{'PLAYER_ID': 1630596, 'PLAYER_NAME': 'Evan Mobley', 'TimeFrame': '2024-25', 'PTS': 18.6, 'AST': 3.1, 'REB': 9.3, 'PIE': 0.155}"
1630196,Filip Petrusev,1610612758,SAC,24.0,3,9.31,3,1,0,1630196,Filip,Petrusev,Filip Petrusev,"Petrusev, Filip",F. Petrusev,filip-petrusev,2000-04-15T00:00:00,Gonzaga,Serbia,Gonzaga/Serbia,6-11,225,1,,Center,Inactive,N,0,,,,,filip_petrusev,2023,2023,Y,Y,Y,2021,2,50,N,"{'PLAYER_ID': 1630196, 'PLAYER_NAME': 'Filip Petrusev', 'TimeFrame': 'career', 'PTS': 1.0, 'AST': 0.0, 'REB': 0.3, 'ALL_STAR_APPEARANCES': 0}"
1628373,Frank Ntilikina,1610612766,CHA,25.0,5,42.9,5,6,4,1628373,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,frank-ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,Strasbourg IG/France,6-4,200,7,,Guard,Inactive,N,0,,,,,frank_ntilikina,2017,2023,N,Y,Y,2017,1,8,N,"{'PLAYER_ID': 1628373, 'PLAYER_NAME': 'Frank Ntilikina', 'TimeFrame': 'career', 'PTS': 4.8, 'AST': 2.2, 'REB': 1.8, 'ALL_STAR_APPEARANCES': 0}"
1630532,Franz Wagner,1610612753,ORL,22.0,72,2337.4166666666665,1421,381,269,1630532,Franz,Wagner,Franz Wagner,"Wagner, Franz",F. Wagner,franz-wagner,2001-08-27T00:00:00,Michigan,Germany,Michigan/Germany,6-10,220,3,22,Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,franz_wagner,2021,2024,N,Y,Y,2021,1,8,N,"{'PLAYER_ID': 1630532, 'PLAYER_NAME': 'Franz Wagner', 'TimeFrame': '2024-25', 'PTS': 24.3, 'AST': 4.7, 'REB': 5.6, 'PIE': 0.152}"
1627832,Fred VanVleet,1610612745,HOU,30.0,73,2684.4266666666667,1270,278,589,1627832,Fred,VanVleet,Fred VanVleet,"VanVleet, Fred",F. VanVleet,fred-vanvleet,1994-02-25T00:00:00,Wichita State,USA,Wichita State/USA,6-0,197,8,5,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,fred_vanvleet,2016,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1627832, 'PLAYER_NAME': 'Fred VanVleet', 'TimeFrame': '2024-25', 'PTS': 14.3, 'AST': 5.7, 'REB': 3.9, 'PIE': 0.099}"
1627788,Furkan Korkmaz,1610612755,PHI,26.0,35,299.9266666666667,88,30,25,1627788,Furkan,Korkmaz,Furkan Korkmaz,"Korkmaz, Furkan",F. Korkmaz,furkan-korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,202,7,,Guard-Forward,Inactive,N,0,,,,,furkan_korkmaz,2017,2023,Y,Y,Y,2016,1,26,N,"{'PLAYER_ID': 1627788, 'PLAYER_NAME': 'Furkan Korkmaz', 'TimeFrame': 'career', 'PTS': 6.8, 'AST': 1.2, 'REB': 2.0, 'ALL_STAR_APPEARANCES': 0}"
1641713,GG Jackson,1610612763,MEM,19.0,48,1233.165,699,196,59,1641713,GG,Jackson,GG Jackson,"Jackson, GG",G. Jackson,gg-jackson,2004-12-17T00:00:00,South Carolina,USA,South Carolina/USA,6-9,210,1,45,Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,gg_jackson,2023,2024,Y,Y,Y,2023,2,45,N,"{'PLAYER_ID': 1641713, 'PLAYER_NAME': 'GG Jackson', 'TimeFrame': '2024-25', 'PTS': 7.8, 'AST': 1.0, 'REB': 3.2, 'PIE': 0.07}"
1629216,Gabe Vincent,1610612747,LAL,28.0,11,217.635,34,9,21,1629216,Gabe,Vincent,Gabe Vincent,"Vincent, Gabe",G. Vincent,gabe-vincent,1996-06-14T00:00:00,California-Santa Barbara,USA,California-Santa Barbara/USA,6-2,200,5,7,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,gabe_vincent,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629216, 'PLAYER_NAME': 'Gabe Vincent', 'TimeFrame': '2024-25', 'PTS': 6.0, 'AST': 1.5, 'REB': 1.2, 'PIE': 0.036}"
202066,Garrett Temple,1610612761,TOR,38.0,27,288.75333333333333,88,45,28,202066,Garrett,Temple,Garrett Temple,"Temple, Garrett",G. Temple,garrett-temple,1986-05-08T00:00:00,Louisiana State,USA,Louisiana State/USA,6-5,195,14,17,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,garrett_temple,2009,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 202066, 'PLAYER_NAME': 'Garrett Temple', 'TimeFrame': '2024-25', 'PTS': 1.2, 'AST': 1.1, 'REB': 1.0, 'PIE': 0.046}"
1629726,Garrison Mathews,1610612737,ATL,27.0,66,992.1216666666667,325,92,37,1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-6,215,5,24,Guard,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,garrison_mathews,2019,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629726, 'PLAYER_NAME': 'Garrison Mathews', 'TimeFrame': '2024-25', 'PTS': 7.6, 'AST': 1.3, 'REB': 1.8, 'PIE': 0.068}"
203914,Gary Harris,1610612753,ORL,29.0,54,1297.3466666666666,372,91,87,203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210,10,14,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014,2024,N,Y,Y,2014,1,19,N,"{'PLAYER_ID': 203914, 'PLAYER_NAME': 'Gary Harris', 'TimeFrame': '2024-25', 'PTS': 3.0, 'AST': 0.6, 'REB': 1.3, 'PIE': 0.039}"
1627780,Gary Payton II,1610612744,GSW,31.0,44,679.9,240,113,48,1627780,Gary,Payton II,Gary Payton II,"Payton II, Gary",G. Payton II,gary-payton-ii,1992-12-01T00:00:00,Oregon State,USA,Oregon State/USA,6-2,195,8,0,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,gary_payton_ii,2016,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1627780, 'PLAYER_NAME': 'Gary Payton II', 'TimeFrame': '2024-25', 'PTS': 6.3, 'AST': 1.3, 'REB': 2.9, 'PIE': 0.102}"
1629018,Gary Trent Jr.,1610612761,TOR,25.0,71,1993.5983333333334,974,188,119,1629018,Gary,Trent Jr.,Gary Trent Jr.,"Trent Jr., Gary",G. Trent Jr.,gary-trent-jr,1999-01-18T00:00:00,Duke,USA,Duke/USA,6-5,204,6,5,Guard,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,gary_trent_jr,2018,2024,Y,Y,Y,2018,2,37,N,"{'PLAYER_ID': 1629018, 'PLAYER_NAME': 'Gary Trent Jr.', 'TimeFrame': '2024-25', 'PTS': 10.6, 'AST': 1.2, 'REB': 2.3, 'PIE': 0.068}"
1627777,Georges Niang,1610612739,CLE,31.0,82,1831.125,768,278,98,1627777,Georges,Niang,Georges Niang,"Niang, Georges",G. Niang,georges-niang,1993-06-17T00:00:00,Iowa State,USA,Iowa State/USA,6-7,230,8,20,Forward,Active,Y,1610612737,Hawks,ATL,hawks,Atlanta,georges_niang,2016,2024,Y,Y,Y,2016,2,50,N,"{'PLAYER_ID': 1627777, 'PLAYER_NAME': 'Georges Niang', 'TimeFrame': '2024-25', 'PTS': 9.7, 'AST': 1.5, 'REB': 3.8, 'PIE': 0.074}"
203507,Giannis Antetokounmpo,1610612749,MIL,29.0,73,2567.2433333333333,2222,841,476,203507,Giannis,Antetokounmpo,Giannis Antetokounmpo,"Antetokounmpo, Giannis",G. Antetokounmpo,giannis-antetokounmpo,1994-12-06T00:00:00,Filathlitikos,Greece,Filathlitikos/Greece,6-11,243,11,34,Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,giannis_antetokounmpo,2013,2024,N,Y,Y,2013,1,15,Y,"{'PLAYER_ID': 203507, 'PLAYER_NAME': 'Giannis Antetokounmpo', 'TimeFrame': '2024-25', 'PTS': 30.4, 'AST': 6.0, 'REB': 12.1, 'PIE': 0.205}"
1629048,Goga Bitadze,1610612753,ORL,24.0,62,957.0866666666667,311,286,79,1629048,Goga,Bitadze,Goga Bitadze,"Bitadze, Goga",G. Bitadze,goga-bitadze,1999-07-20T00:00:00,Mega Basket,Georgia,Mega Basket/Georgia,6-10,250,5,35,Center-Forward,Active,Y,1610612753,Magic,ORL,magic,Orlando,goga_bitadze,2019,2024,Y,Y,Y,2019,1,18,N,"{'PLAYER_ID': 1629048, 'PLAYER_NAME': 'Goga Bitadze', 'TimeFrame': '2024-25', 'PTS': 7.5, 'AST': 2.0, 'REB': 6.9, 'PIE': 0.137}"
202330,Gordon Hayward,1610612760,OKC,34.0,51,1245.25,500,181,158,202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225,15,33,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,gordon_hayward,2010,2023,N,Y,Y,2010,1,9,N,"{'PLAYER_ID': 202330, 'PLAYER_NAME': 'Gordon Hayward', 'TimeFrame': 'career', 'PTS': 15.2, 'AST': 3.5, 'REB': 4.4, 'ALL_STAR_APPEARANCES': 1}"
1641711,Gradey Dick,1610612761,TOR,20.0,60,1267.6683333333333,510,132,68,1641711,Gradey,Dick,Gradey Dick,"Dick, Gradey",G. Dick,gradey-dick,2003-11-20T00:00:00,Kansas,USA,Kansas/USA,6-6,200,1,1,Guard-Forward,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,gradey_dick,2023,2024,Y,Y,Y,2023,1,13,N,"{'PLAYER_ID': 1641711, 'PLAYER_NAME': 'Gradey Dick', 'TimeFrame': '2024-25', 'PTS': 14.4, 'AST': 1.8, 'REB': 3.6, 'PIE': 0.071}"
1629684,Grant Williams,1610612766,CHA,25.0,76,2129.56,784,318,174,1629684,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,6-6,236,5,2,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,grant_williams,2019,2024,N,Y,Y,2019,1,22,N,"{'PLAYER_ID': 1629684, 'PLAYER_NAME': 'Grant Williams', 'TimeFrame': '2024-25', 'PTS': 10.4, 'AST': 2.3, 'REB': 5.1, 'PIE': 0.076}"
1628960,Grayson Allen,1610612756,PHX,28.0,75,2513.3,1014,295,227,1628960,Grayson,Allen,Grayson Allen,"Allen, Grayson",G. Allen,grayson-allen,1995-10-08T00:00:00,Duke,USA,Duke/USA,6-4,198,6,8,Guard,Active,Y,1610612756,Suns,PHX,suns,Phoenix,grayson_allen,2018,2024,Y,Y,Y,2018,1,21,N,"{'PLAYER_ID': 1628960, 'PLAYER_NAME': 'Grayson Allen', 'TimeFrame': '2024-25', 'PTS': 10.7, 'AST': 2.2, 'REB': 3.1, 'PIE': 0.085}"
1630535,Greg Brown III,1610612742,DAL,22.0,6,39.74333333333333,15,9,4,1630535,Greg,Brown III,Greg Brown III,"Brown III, Greg",G. Brown III,greg-brown-iii,2001-09-01T00:00:00,Texas,USA,Texas/USA,6-7,206,4,36,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,greg_brown_iii,2021,2023,Y,Y,Y,2021,2,43,N,"{'PLAYER_ID': 1630535, 'PLAYER_NAME': 'Greg Brown III', 'TimeFrame': 'career', 'PTS': 3.8, 'AST': 0.6, 'REB': 2.3, 'ALL_STAR_APPEARANCES': 0}"
1630611,Gui Santos,1610612744,GSW,22.0,23,192.09,82,49,14,1630611,Gui,Santos,Gui Santos,"Santos, Gui",G. Santos,gui-santos,2002-06-22T00:00:00,Minas,Brazil,Minas/Brazil,6-6,185,1,15,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,gui_santos,2023,2024,Y,Y,Y,2022,2,55,N,"{'PLAYER_ID': 1630611, 'PLAYER_NAME': 'Gui Santos', 'TimeFrame': '2024-25', 'PTS': 4.5, 'AST': 1.4, 'REB': 3.2, 'PIE': 0.078}"
1628977,Hamidou Diallo,1610612764,WAS,25.0,2,4.75,2,2,1,1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202,6,,Guard,Inactive,N,0,,,,,hamidou_diallo,2018,2023,Y,Y,Y,2018,2,45,N,"{'PLAYER_ID': 1628977, 'PLAYER_NAME': 'Hamidou Diallo', 'TimeFrame': 'career', 'PTS': 8.6, 'AST': 1.1, 'REB': 3.8, 'ALL_STAR_APPEARANCES': 0}"
203084,Harrison Barnes,1610612758,SAC,32.0,82,2380.87,1000,249,99,203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,1992-05-30T00:00:00,North Carolina,USA,North Carolina/USA,6-8,225,12,40,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,harrison_barnes,2012,2024,N,Y,Y,2012,1,7,N,"{'PLAYER_ID': 203084, 'PLAYER_NAME': 'Harrison Barnes', 'TimeFrame': '2024-25', 'PTS': 11.9, 'AST': 1.7, 'REB': 3.9, 'PIE': 0.088}"
1628385,Harry Giles III,1610612747,LAL,26.0,23,99.92,56,30,6,1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,1998-04-22T00:00:00,Duke,USA,Duke/USA,6-10,240,5,20,Forward-Center,Inactive,Y,1610612758,Kings,SAC,kings,Sacramento,harry_giles,2017,2023,Y,Y,Y,2017,1,20,N,"{'PLAYER_ID': 1628385, 'PLAYER_NAME': 'Harry Giles III', 'TimeFrame': 'career', 'PTS': 5.4, 'AST': 1.1, 'REB': 3.5, 'ALL_STAR_APPEARANCES': 0}"
